id,query,ground_truth_short,ground_truth_full,relevant_id,difficulty,answer_type,,,,,,,,,,
225,بلائنڈ جھیل مہم جو سیاحوں کے لیے پرکشش کیوں سمجھی جاتی ہے؟,قدرتی مناظر اور منفرد محل وقوع کی وجہ سے,"بلائنڈ جھیل قدرتی مناظر، منفرد محل وقوع اور مہم جوئی کے مواقع کی وجہ سے مہم جو سیاحوں کے لیے پرکشش سمجھی جاتی ہے۔",82,medium,list-recall,,,,,,,,,,
226,سرفرنگا جیپ ریلی ہر سال کہاں منعقد کی جاتی ہے؟,سرفرنگا سرد صحرا میں,سرفرنگا کولڈ ڈیزرٹ جیپ ریلی ہر سال سرفرنگا سرد صحرا میں منعقد کی جاتی ہے۔,84,easy,factual,,,,,,,,,,
227,سرفرنگا سرد صحرا کے قدرتی مناظر کو منفرد کیا بناتا ہے؟,پہاڑ اور دریائے سندھ,سرفرنگا سرد صحرا پہاڑوں سے گھرا ہوا ہے اور دریائے سندھ اس کے قریب بہتا ہے جس سے اس کے مناظر منفرد بنتے ہیں۔,83,medium,list-recall,,,,,,,,,,
228,سرفرنگا سرد صحرا سیاحوں کے لیے کیوں پرکشش ہے؟,قدرتی مناظر اور مہم جو سرگرمیوں کی وجہ سے,"سرفرنگا سرد صحرا اپنے قدرتی مناظر، سالانہ جیپ ریلی اور دیگر مہم جو سرگرمیوں کی وجہ سے مشہور ہے۔","83,84",hard,multi-source,,,,,,,,,,
229,سرفرنگا سرد صحرا کہاں واقع ہے اور جیپ ریلی کا مقصد کیا ہے؟,قدرتی مناظر اور سالانہ جیپ ریلی کی وجہ سے,"وادی شگر، 7500 فٹ بلندی، دریائے سندھ کے قریب؛ ریلی کا مقصد سیاحت اور معیشت کو فروغ دینا","83,84",hard,multi-source,,,,,,,,,,
230,سرفرنگا کولڈ ڈیزرٹ جیپ ریلی کا مقصد کیا ہے؟,مہم جو سیاحت کا فروغ اور مقامی معیشت کی بہتری,سرفرنگا جیپ ریلی کا مقصد مہم جو سیاحت کو فروغ دینا اور مقامی معیشت کو مضبوط بنانا ہے۔,84,medium,list-recall,,,,,,,,,,
231,سرفرنگا فیسٹیول میں کون کون سی سرگرمیاں شامل ہوتی ہیں؟,فری اسٹائل پولو بوٹنگ رافٹنگ تلوار رقص موسیقی اور راک کلائمبنگ,"سرفرنگا فیسٹیول میں فری اسٹائل پولو، بوٹنگ، دریائی رافٹنگ، تلوار رقص، موسیقی اور راک کلائمبنگ شامل ہوتی ہیں۔",84,medium,list-recall,,,,,,,,,,
232,سرفرنگا فیسٹیول مقامی علاقے کے لیے کیوں اہم ہے؟,سیاحت اور معیشت کے فروغ کی وجہ سے,سرفرنگا فیسٹیول مہم جو سیاحت کو فروغ دیتا ہے اور مقامی معیشت کو مضبوط بنانے میں مدد کرتا ہے۔,84,medium,list-recall,,,,,,,,,,
233,گانچھے کے دو مشہور تاریخی مقامات کون سے ہیں؟,خپلو محل اور چقچن مسجد,خپلو محل اور چقچن مسجد گانچھے کے اہم تاریخی مقامات ہیں۔,86,medium,list-recall,,,,,,,,,,
234,گانچھے میں منفرد طرزِ تعمیر کے فروغ میں کن کاریگروں نے کردار ادا کیا؟,کشمیری اور مقامی کاریگروں نے,کشمیری اور مقامی کاریگروں نے مل کر منفرد طرزِ تعمیر اور لکڑی کے خوبصورت کام کو فروغ دیا۔,86,medium,list-recall,,,,,,,,,,
235,ضلع گانچھے کی ثقافتی شناخت کن عناصر سے تشکیل پاتی ہے؟,بلتی زبان روایتی رقص اور ثقافتی تقریبات,"بلتی زبان، روایتی رقص اور ثقافتی تقریبات ضلع گانچھے کی ثقافتی شناخت کا اہم حصہ ہیں۔",87,medium,list-recall,,,,,,,,,,
236,گونڈوغورو پاس دنیا بھر میں کیوں مشہور ہے؟,مشکل اور مشہور ٹریک ہونے کی وجہ سے,گونڈوغورو پاس دنیا کے مشہور اور چیلنجنگ ٹریکس میں شمار ہوتا ہے۔,88,easy,factual,,,,,,,,,,
237,ضلع گانچھے میں مہم جو سیاح گونڈوغورو پاس کے ذریعے کس مقام تک رسائی حاصل کر سکتے ہیں اور وہاں کون سی سرگرمیاں مقبول ہیں؟,"مشہربرم بیس کیمپ، ٹریکنگ، کیمپنگ اور ٹراؤٹ شکار","گونڈوغورو پاس مشہربرم چوٹی کے بیس کیمپ تک رسائی فراہم کرتا ہے جبکہ ٹریکنگ، کیمپنگ اور ٹراؤٹ مچھلی کا شکار مقبول سرگرمیاں ہیں۔",88,medium,list-recall,,,,,,,,,,
238,گانچھے کے مشہور روایتی رقص کون سے ہیں؟,مندوک تیمو اور راگی تیمو,مندوک تیمو اور راگی تیمو علاقے کے مشہور روایتی رقص ہیں۔,87,medium,list-recall,,,,,,,,,,
239,ضلع گانچھے میں تاریخ اور سیاحت سے دلچسپی رکھنے والے سیاح کن مقامات کا رخ کر سکتے ہیں؟,"خپلو محل، چقچن مسجد اور گونڈوغورو پاس",تاریخی مقامات میں خپلو محل اور چقچن مسجد شامل ہیں جبکہ مہم جو سیاحت کے لیے گونڈوغورو پاس مشہور ہے۔,"86,88",hard,multi-source,,,,,,,,,,
240,گانچھے کے لوگ ثقافتی تقریبات کیسے مناتے ہیں؟,روایتی موسیقی رقص اور گیتوں کے ساتھ,"گانچھے کے لوگ ثقافتی تقریبات روایتی موسیقی، رقص اور گیتوں کے ساتھ مناتے ہیں۔",87,medium,list-recall,,,,,,,,,,
241,وادی کریس کس ضلع میں واقع ہے؟,ضلع گانچھے,وادی کریس ضلع گانچھے میں واقع ہے۔,89,easy,factual,,,,,,,,,,
242,وادی کریس خپلو شہر سے کتنے فاصلے پر واقع ہے؟,تقریباً 70 کلومیٹر,وادی کریس خپلو شہر سے تقریباً 70 کلومیٹر کے فاصلے پر واقع ہے۔,89,easy,factual,,,,,,,,,,
243,وادی کریس اسکردو شہر سے کتنے فاصلے پر واقع ہے؟,تقریباً 33 کلومیٹر,وادی کریس اسکردو شہر سے تقریباً 33 کلومیٹر کے فاصلے پر واقع ہے۔,89,easy,factual,,,,,,,,,,
244,وادی کریس کو ضلع گانچھے کا کیا کہا جاتا ہے؟,ضلع گانچھے کا دروازہ,وادی کریس کو ضلع گانچھے کا دروازہ کہا جاتا ہے۔,89,easy,factual,,,,,,,,,,
245,وادی کریس میں واقع مشہور پیدل پل کس نام سے جانا جاتا ہے؟,ڈور ٹو ہیون,"وادی کریس میں ""ڈور ٹو ہیون"" کے نام سے مشہور ایک پیدل پل واقع ہے۔",89,easy,factual,,,,,,,,,,
246,ضلع گانچھے میں کون کون سی مہم جو سیاحتی سرگرمیاں مقبول ہیں؟,ٹریکنگ کیمپنگ اور ٹراؤٹ مچھلی کا شکار,"ضلع گانچھے میں ٹریکنگ، کیمپنگ اور ٹراؤٹ مچھلی کا شکار مقبول سرگرمیاں ہیں۔",88,medium,list-recall,,,,,,,,,,
247,"وادی کریس میں کون کون سے نمایاں تاریخی، مذہبی اور قدرتی مقامات موجود ہیں؟","قدیم آبی بجلی گھر، تاریخی نہر، آستانہ حضرت میر مختار و علی موسوی، دریائے سندھ اور دریائے شیوک کا سنگم، اور نوربخشیہ پیر کی رہائش گاہ","وادی کریس میں قدیم آبی بجلی گھر، تاریخی نہر، آستانہ حضرت میر مختار و علی موسوی، دریائے سندھ اور دریائے شیوک کا سنگم، اور نوربخشیہ پیر کی رہائش گاہ واقع ہیں۔",89,medium,list-recall,,,,,,,,,,
248,وادی کریس کے مقامی لوگ کس خوبی کے لیے مشہور ہیں؟,مہمان نوازی,وادی کریس کے مقامی لوگ اپنی مہمان نوازی کے لیے مشہور ہیں۔,89,easy,factual,,,,,,,,,,
249,وادی کریس میں کن دو دریاؤں کا سنگم واقع ہے؟,دریائے سندھ اور دریائے شیوک,وادی کریس میں دریائے سندھ اور دریائے شیوک کا سنگم واقع ہے۔,89,medium,list-recall,,,,,,,,,,
250,وادی کریس جانے کے لیے بہترین وقت کون سا ہے؟,چیری بلاسم کا موسم یا گرمیوں کا موسم,چیری بلاسم کا موسم اور گرمیوں کا موسم وادی کریس کی سیر کے لیے بہترین سمجھے جاتے ہیں۔,89,medium,list-recall,,,,,,,,,,
251,وادی کریس سیاحوں کے لیے کیوں پرکشش ہے؟,"سرسبز کھیتوں، تاریخی گھروں اور مقامی لوگوں کی مہمان نوازی کی وجہ سے","وادی کریس اپنے سرسبز کھیتوں، تاریخی گھروں اور مقامی لوگوں کی مہمان نوازی کی وجہ سے سیاحوں کے لیے پرکشش ہے۔",89,medium,list-recall,,,,,,,,,,
252,وادی کریس میں کون سا تاریخی پیدل پل واقع ہے؟,"""ڈور ٹو ہیون"" پل","وادی کریس میں ""ڈور ٹو ہیون"" کے نام سے مشہور ایک تاریخی پیدل پل واقع ہے۔",89,easy,factual,,,,,,,,,,
253,وادی براہ کس دریا کے کنارے واقع ہے؟,دریائے شیوک,وادی براہ دریائے شیوک کے کنارے واقع ہے۔,90,easy,factual,,,,,,,,,,
254,وادی براہ خپلو سے کتنی دور واقع ہے؟,تقریباً 20 منٹ کی مسافت پر,وادی براہ خپلو سے تقریباً 20 منٹ کی مسافت پر واقع ہے۔,90,easy,factual,,,,,,,,,,
255,وادی براہ اسکردو سے کتنے فاصلے پر واقع ہے؟,تقریباً 100 کلومیٹر,وادی براہ اسکردو سے تقریباً 100 کلومیٹر کے فاصلے پر واقع ہے۔,90,easy,factual,,,,,,,,,,
256,وادی کریس کی جغرافیائی اہمیت کن عوامل سے ظاہر ہوتی ہے؟,ضلع گانچھے کا دروازہ اور دریائے سندھ و دریائے شیوک کا سنگم,"وادی کریس کو ضلع گانچھے کا دروازہ کہا جاتا ہے، جبکہ یہاں دریائے سندھ اور دریائے شیوک کا سنگم بھی واقع ہے۔",89,medium,list-recall,,,,,,,,,,
257,وادی کریس ضلع گانچھے میں کیا منفرد مقام رکھتی ہے اور یہاں کون سے تاریخی اور قدرتی مقامات موجود ہیں؟,"گانچھے کا دروازہ کہلاتی ہے، دروازۂ جنت پل، قدیم آبی بجلی گھر اور دو دریاؤں کا سنگم موجود ہے","وادی کریس کو ضلع گانچھے کا دروازہ کہا جاتا ہے جہاں دروازۂ جنت نامی پیدل پل، قدیم آبی بجلی گھر، تاریخی نہر اور دریائے سندھ و شیوک کا سنگم موجود ہے",89,medium,list-recall,,,,,,,,,,
258,وادی براہ قدرتی خوبصورتی کے علاوہ کن چیزوں کے لیے مشہور ہے؟,"مچھلی فارم، جھیل، چشمے اور مقامی ثقافت","وادی براہ متعدد مچھلی فارموں، ایک مشہور جھیل، قدرتی چشموں، منفرد ثقافت اور تہواروں کی وجہ سے مشہور ہے۔",90,medium,list-recall,,,,,,,,,,
259,وادی براہ کس وجہ سے مشہور ہے؟,قدرتی خوبصورتی اور مچھلی فارموں کی وجہ سے,وادی براہ اپنی قدرتی خوبصورتی اور متعدد مچھلی فارموں کی وجہ سے مشہور ہے,90,medium,list-recall,,,,,,,,,,
260,وادی براہ میں کون سی قدرتی کششیں موجود ہیں؟,مشہور جھیل اور قدرتی چشمے,وادی براہ میں ایک مشہور جھیل اور متعدد قدرتی چشمے موجود ہیں۔,90,medium,list-recall,,,,,,,,,,
261,ضلع گانچھے میں مہم جوئی اور قدرتی مناظر سے دلچسپی رکھنے والے سیاح کن مقامات کا انتخاب کر سکتے ہیں؟,گونڈوغورو پاس اور وادی براہ,"گونڈوغورو پاس مشہربرم چوٹی کے بیس کیمپ تک رسائی فراہم کرتا ہے جبکہ وادی براہ اپنی قدرتی خوبصورتی، جھیل اور قدرتی چشموں کے لیے مشہور ہے۔","88,90",hard,multi-source,,,,,,,,,,
262,وادی کریس اور وادی براہ سیاحوں کو کس قسم کے قدرتی اور ثقافتی تجربات فراہم کرتی ہیں؟,کریس تاریخی و قدرتی مقامات جبکہ براہ قدرتی حسن اور ثقافت,"وادی کریس سرسبز کھیتوں، تاریخی گھروں اور مہمان نواز لوگوں کے لیے مشہور ہے جبکہ وادی براہ قدرتی خوبصورتی، جھیل، قدرتی چشموں اور مقامی ثقافت و تہواروں کے لیے جانی جاتی ہے۔","89,90",hard,multi-source,,,,,,,,,,
263,ہلدی کونز کہاں واقع ہیں؟,گاؤں ہلدی ضلع گانچھے میں,ہلدی کونز ضلع گانچھے کے گاؤں ہلدی میں واقع ہیں۔,91,easy,factual,,,,,,,,,,
264,ہلدی کونز کس قسم کے پہاڑ ہیں؟,گرینائٹ کے پہاڑ,ہلدی کونز گرینائٹ کے پہاڑ ہیں۔,91,easy,factual,,,,,,,,,,
265,وادی براہ کے مقامی لوگوں کی نمایاں خصوصیات کیا ہیں؟,سادہ محنتی اور مہمان نواز,"وادی براہ کے مقامی لوگ سادہ، محنتی اور مہمان نواز ہیں۔",90,medium,list-recall,,,,,,,,,,
266,ہلدی گاؤں خپلو سے کتنی دور واقع ہے؟,25 کلومیٹر,ہلدی گاؤں خپلو سے تقریباً 25 کلومیٹر کے فاصلے پر واقع ہے۔,91,easy,factual,,,,,,,,,,
267,ہلدی کونز کو قریب سے دیکھنے کے لیے کس گاؤں جانا پڑتا ہے؟,ہلدی گاؤں,ہلدی کونز کو قریب سے دیکھنے کے لیے ہلدی گاؤں جانا چاہیے۔,91,easy,factual,,,,,,,,,,
268,ہلدی کونز سیاحوں کے لیے کیوں توجہ کا مرکز ہے؟,منفرد گرینائٹ پہاڑوں کی وجہ سے مشہور ہیں,ہلدی کونز اپنے منفرد گرینائٹ پہاڑوں کی وجہ سے سیاحوں کی توجہ کا مرکز ہیں۔,91,easy,factual,,,,,,,,,,
269,وادی چوربت کس دریا کی وادی کا حصہ ہے؟,دریائے شیوک,وادی چوربت دریائے شیوک کی وادی کا حصہ ہے۔,92,easy,factual,,,,,,,,,,
270,وادی چوربت کہاں سے کہاں تک پھیلی ہوئی ہے؟,خپلو سے چلونکا تک,وادی چوربت خپلو کے کنارے سے شروع ہو کر چلونکا گاؤں تک پھیلی ہوئی ہے۔,92,easy,factual,,,,,,,,,,
